img_src,link_addr,product_name
https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0716/14b8108f8418e81c04821b8ff220a0838ea06e876c5b9bc70718ee42bd4c.jpg,https://www.coupang.com/vp/products/7767517429?itemId=22698806068&vendorItemId=89734455487&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"제누 스테비아 프로틴 식물성 단백질 커피믹스 60포, 9.8g, 60개입, 1개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/358961782980012-d60262bb-a90c-4ffb-a2cb-24271b125ba7.jpg,https://www.coupang.com/vp/products/7893057219?itemId=21614134728&vendorItemId=89440763589&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"종근당건강 락토핏 당케어 60p, 120g, 1개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2010617571580590-73bb1962-8c9a-46fe-8ad6-6581a98a1357.jpg,https://www.coupang.com/vp/products/4549361197?itemId=3961707225&vendorItemId=71946104689&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"청정원순창 100% 현미 태양초 찰고추장, 3kg, 1개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1744240651265564-ab5c6b56-2be6-4685-a6a7-8d3b246d3b71.jpg,https://www.coupang.com/vp/products/6666722016?itemId=15324359904&vendorItemId=82544683136&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"동원 항공직송 노르웨이 생연어 (냉장), 1kg, 1개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6595671722909988-38cba2f7-b0dd-4df7-a934-0608b32a4bef.jpg,https://www.coupang.com/vp/products/1252107417?itemId=11729748411&vendorItemId=79003714978&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"올리타리아 엑스트라버진 올리브유, 500ml, 1개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1768608933677346-9f053dd2-4fae-44a0-abcb-7812109e49af.jpg,https://www.coupang.com/vp/products/7830515340?itemId=21295742142&vendorItemId=81196318587&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"매일유업 매일야채 고농축 토마토의 힘, 125ml, 24개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/10/17/15/1/420c31c0-e924-4129-9fad-eb24bdac253c.jpg,https://www.coupang.com/vp/products/6853353295?itemId=16335580473&vendorItemId=83527503769&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"목우촌 국내산 소고기 다짐육 (냉장), 300g, 1개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/01/06/15/0/b2b54b74-f6c0-4d14-8ddf-044d2463b8b0.jpg,https://www.coupang.com/vp/products/7733505934?itemId=20793952009&vendorItemId=84614166472&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"덴프스 덴마크 유산균이야기 프로 2개월 10.2g, 60정, 1개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2092314074261283-f096bf1f-39f4-4173-ab3b-c68e3f51e8e5.jpg,https://www.coupang.com/vp/products/7241195795?itemId=18398957884&vendorItemId=85541804155&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"한우 양념 불고기 (냉장), 1kg, 1개"
https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/72331778958159-9310c801-0a09-4cc7-a758-ab5e4c5a37e2.jpg,https://www.coupang.com/vp/products/7830780619?itemId=21297007228&vendorItemId=70933171241&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"매일유업 매일두유 검은콩, 190ml, 24개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/bbd8/66b368fe039add94ade50299a4aeef69ebfc8e55a863f58f24ee3408a134.jpg,https://www.coupang.com/vp/products/7767517429?itemId=20961702786&vendorItemId=87649136799&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"제누 스테비아 프로틴 식물성 단백질 커피믹스, 9.8g, 100개입, 1개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/02/23/10/2/ed8dac9e-32a9-46ed-b3eb-f5e023c511cd.jpg,https://www.coupang.com/vp/products/7912884761?itemId=21717660049&vendorItemId=88774382488&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"초록매실 제로, 500ml, 24개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4871614951512398-5db816f1-601d-471e-953f-f1acf6f13ff1.jpg,https://www.coupang.com/vp/products/7928220906?itemId=21508185108&vendorItemId=88561709241&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"호주산 차돌양지 샤브샤브용 (냉동), 1kg, 1개"
https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/814711707478419-87aea51a-af3e-4600-be3c-72ca34af7db9.jpg,https://www.coupang.com/vp/products/1656825434?itemId=2822948027&vendorItemId=70812422763&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"동원 연어훈제 슬라이스 (냉동), 700g, 1팩"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2870514293579784-78080a2d-97c1-46ed-aa85-3888f2c014f1.png,https://www.coupang.com/vp/products/1310396687?itemId=2327020830&vendorItemId=70323614197&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"곰곰 닭갈비볶음밥 (냉동), 300g, 6개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/82102928610732-a66b21b7-a5e0-4c67-974c-044b131d584f.jpg,https://www.coupang.com/vp/products/344626877?itemId=1094728702&vendorItemId=5613508320&pickType=COU_PICK&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"곰곰 국내산 총각 김치, 1.5kg, 1개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9ecac099-a26f-4d38-94b5-7f2e50ad334b8229964287956950080.png,https://www.coupang.com/vp/products/7792214488?itemId=21759559077&vendorItemId=88808540280&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"호주산 우삼겹 바로구이 대패 (냉동), 2팩, 500g"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1336186656571724-51d678a9-a8a8-43fa-9619-0e54b39faaa3.jpg,https://www.coupang.com/vp/products/7893057219?itemId=22395890078&vendorItemId=89440810283&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"종근당건강 락토핏 당케어 60p, 120g, 2개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/39924307973769-4d170462-83ad-46c7-913b-0340314bd22e.jpg,https://www.coupang.com/vp/products/6654766761?itemId=15613010702&vendorItemId=3006697063&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"블루다이아몬드 아몬드 브리즈 오리지널, 190ml, 24개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1237954167000478-5b27108a-ee70-4e14-b605-181191a57bcb.jpg,https://www.coupang.com/vp/products/5829376555?itemId=10083400939&vendorItemId=77366283081&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"양반 현미밥, 130g, 24개"
https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1044190816457-327ac1b1-7f0e-4517-bf6e-0fb3347ec312.jpg,https://www.coupang.com/vp/products/188172341?itemId=537362338&vendorItemId=4403158550&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"도드람 한돈 1등급 삼겹살 구이용 (냉장), 1kg, 1개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5161357680464030-9bbf81d0-db15-483d-8abe-6f615ad4af12.jpg,https://www.coupang.com/vp/products/7243169805?itemId=18408472765&vendorItemId=85551002416&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"곰곰 통살 닭가슴살 데리야끼맛 (냉동), 100g, 10개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/07742180-2259-41c3-ad45-4679de8f06453208987145219837730.png,https://www.coupang.com/vp/products/7458574176?itemId=19435449072&vendorItemId=88267040697&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"미주라 토스트 비스켓, 320g, 2개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/525990012775751-2b654f97-e5ae-493b-80f7-6aff65e94b01.png,https://www.coupang.com/vp/products/7778920952?itemId=21019294050&vendorItemId=76203425758&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"립톤 아이스티 믹스 복숭아맛, 14g, 150개입, 1개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/209723476859760-5324caab-f797-4bb4-8514-677a975512a8.jpg,https://www.coupang.com/vp/products/62459363?itemId=40180764&vendorItemId=82487795501&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"올리오 데체코 엑스트라 버진 올리브유, 1L, 1개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/12/13/18/9/801c4a11-3540-40a2-9b4f-2159b9ea4d0d.jpg,https://www.coupang.com/vp/products/6994730066?itemId=17131031145&vendorItemId=84304151476&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"미트코리아 오겹살 수육용 덩어리 (냉동), 1개, 2kg"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1865031565540724-250932ad-ba1e-4c25-936e-87174f678765.jpg,https://www.coupang.com/vp/products/7735518590?itemId=20797927043&vendorItemId=87867153243&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"펩시 콜라 제로슈가 라임향, 355ml, 24개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5210/844f9fda81e6d17c33ea9a526b30d849844ab9ecc5e45cd9d5387c410ca5.png,https://www.coupang.com/vp/products/7525033092?itemId=14489521215&vendorItemId=86983928385&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"맥심 모카골드 마일드 커피믹스, 12g, 250개입, 1개"
https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1255657437810883-050a2edc-ac53-4e08-9ac4-43fbb49d761d.jpg,https://www.coupang.com/vp/products/329389373?itemId=45238591&vendorItemId=3006266834&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"블루다이아몬드 아몬드 브리즈 언스위트, 950ml, 10개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/345397618876332-734a668c-a22c-495c-b1a1-0c7b7d965efa.jpg,https://www.coupang.com/vp/products/5092859?itemId=20153239950&vendorItemId=4408655485&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"동원 쎈쿡 100% 발아현미밥, 195g, 24개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1832588503665780-dfbeb730-77b3-4455-a26b-fe31fc9cd40b.jpg,https://www.coupang.com/vp/products/1628662667?itemId=11049206816&vendorItemId=78328735918&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"하림 닭볶음탕용 닭고기 2개입 (냉장), 2000g, 1개"
https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1322566301444924-f7cc1b42-d842-4b24-a082-00b6019c36ee.jpg,https://www.coupang.com/vp/products/2049791020?itemId=20758222787&vendorItemId=87828443596&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"한양식품 꽃보다 오징어, 230g, 2팩"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1250274854851946-28f9e3ed-09ec-4a87-8f31-1b2b79d49a67.jpg,https://www.coupang.com/vp/products/8070667404?itemId=22715368966&vendorItemId=89030660568&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"닥터블릿 푸응 팻버닝 CLA 공액 리놀레산 18g, 30정, 1개"
https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1140264662415875-145225e0-ae44-4d35-b621-ccbedf4625d2.jpg,https://www.coupang.com/vp/products/7478028870?itemId=19527324191&vendorItemId=86635842789&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"바리스타룰스 그란데 무라벨 라떼, 350ml, 20개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/792626027419061-63013353-7cb7-427b-97ec-d7470eb0289d.jpg,https://www.coupang.com/vp/products/6807918291?itemId=16095441468&vendorItemId=3028473540&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"그린몬스터 다이어트 스폐셜2 가르시니아900, 112정, 1개"
https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7795997492592620-c4a2e3e2-6948-406a-8484-ce607a74ffc8.jpg,https://www.coupang.com/vp/products/7863543179?itemId=21464350742&vendorItemId=81794562129&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"맥널티커피 스테비아 커피믹스, 9.5g, 100개입, 1개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5378848213863463-c6df9dc6-10fc-49b0-a03b-a56d2c668705.jpg,https://www.coupang.com/vp/products/7251718191?itemId=18448178046&vendorItemId=70647203367&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"경남제약 레모나산 틴케이스 120포 + 쇼핑백, 240g, 1세트"
https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4528150043275140-c794fef6-f439-4807-a304-4d27eec76a84.jpg,https://www.coupang.com/vp/products/7511029161?itemId=19680234331&vendorItemId=86785625496&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"뉴케어 미니 구수한맛 영양식, 24개, 150ml"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9113320254128455-072a0d5f-2cb3-434c-8363-a2aaaf277ede.jpg,https://www.coupang.com/vp/products/1366922623?itemId=392397253&vendorItemId=3955154908&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"만토바 엑스트라버진 올리브오일 스프레이, 250ml, 1개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2974173637800324-1410d7b9-b5d4-4d48-a6c1-9b0d61d78fa0.jpg,https://www.coupang.com/vp/products/6398710176?itemId=2247205947&vendorItemId=70244613988&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"동원 라이트 스탠다드 참치, 85g, 12개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1244361166228061-530c2e99-d9e6-4ed8-814d-d49ee0b08ea0.jpg,https://www.coupang.com/vp/products/329389373?itemId=15581584012&vendorItemId=3006697064&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"블루다이아몬드 아몬드 브리즈 언스위트, 190ml, 24개"
https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/276756170980656-bd7840cb-a5ae-4aaf-a89d-faf00453a582.JPG,https://www.coupang.com/vp/products/7665804210?itemId=20435283022&vendorItemId=87516166432&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"곰곰 현미 곤약밥, 150g, 10개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b716/8333ac3cb06045af70aa7ab149a1abc437e06782042952cc65a34baa89bc.jpg,https://www.coupang.com/vp/products/159378801?itemId=18102328399&vendorItemId=75021260020&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"돈시몬 생과일 100% 착즙 오렌지주스, 1L, 6개"
https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1501961742976399-69006455-a5e0-4137-93e6-801577dc056a.jpg,https://www.coupang.com/vp/products/7352544814?itemId=20272961744&vendorItemId=81540022093&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"광동제약 비타500, 100ml, 50개"
https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1098697490656036-4430a701-c997-4ecf-bf6d-85e6bedebf6f.jpg,https://www.coupang.com/vp/products/7458810098?itemId=623694660&vendorItemId=4637889550&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"종근당건강 락토핏 골드, 160g, 1개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8403881562288423-9b05db6c-e24d-433f-8abf-9b9865358841.jpg,https://www.coupang.com/vp/products/6188181799?itemId=12197036700&vendorItemId=79468042937&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"오바다 국내산 손질오징어 6미 (냉동), 700g(6미), 1개"
https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2360108101051199-bcbeca77-ad97-4eac-ad9c-e643a9fce8fd.jpg,https://www.coupang.com/vp/products/5140279812?itemId=539099411&vendorItemId=4409003842&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"종가 총각김치, 2.5kg, 1개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/502989379167040-037dcdfc-e447-4dee-81fd-3817572982e0.jpg,https://www.coupang.com/vp/products/6586372374?itemId=19081002442&vendorItemId=82081965656&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"종근당건강 프로메가 오메가3 트리플 장용성, 60정, 2개"
https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/562059017781758-000884dc-daf3-49b4-b17a-599a20737a3e.jpg,https://www.coupang.com/vp/products/4866946618?itemId=6318956874&vendorItemId=3025163213&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"매일 소화가 잘되는 우유, 190ml, 24개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2782845546765721-fedcde28-3632-41d6-a157-c955c7480966.jpg,https://www.coupang.com/vp/products/7749071357?itemId=20867946919&vendorItemId=75943171647&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"매일 두유 고단백, 190ml, 24개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8867785431780249-54be7f89-01b3-4e9f-937b-8241fae8b8ca.jpg,https://www.coupang.com/vp/products/7757148162?itemId=20909886774&vendorItemId=3038558667&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"매일유업 매일두유 99.9, 190ml, 24개"
https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1209877407752321-295bcaac-7651-40b4-a714-63d0772dac32.jpg,https://www.coupang.com/vp/products/6330671687?itemId=18368002923&vendorItemId=79329631986&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"매일유업 어메이징 오트 오리지널 귀리음료, 190ml, 24개"
https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/281727606349618-1f99ddd9-a0d0-43cc-a1c6-2ab60094d494.jpg,https://www.coupang.com/vp/products/1407471893?itemId=8917020474&vendorItemId=76203623555&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"도드람한돈 앞다리 불고기용 1등급 (냉장), 1kg, 1개"
https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2008566325647068-4d0c385b-cfec-4763-b8e8-d78464662a13.png,https://www.coupang.com/vp/products/7411107327?itemId=19202399565&vendorItemId=81135143112&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"빙그레 더단백 드링크 커피 18p, 250ml, 18개"
https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2010617571580590-73bb1962-8c9a-46fe-8ad6-6581a98a1357.jpg,https://www.coupang.com/vp/products/7235436619?itemId=9820122451&vendorItemId=3001106982&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"청정원순창 100% 현미 태양초 찰고추장, 3kg, 1개"
https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4872966994003700-64529800-6de0-43fa-980b-b857f907415e.jpg,https://www.coupang.com/vp/products/5463245022?itemId=17468368450&vendorItemId=84636080373&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"그릭데이 시그니처, 800g, 1개"
https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/452227997894460-391450e5-b913-477e-9dd7-585093c62a1e.jpg,https://www.coupang.com/vp/products/33222735?itemId=124801721&vendorItemId=3254410024&sourceType=CAMPAIGN&campaignId=82&categoryId=194176,"시에라데유티엘 엑스트라버진 올리브오일, 1L, 1개"
